User ID : 118769912 , Lattitute : 31.6, Longitute : 130.55
User ID : 343873736 , Lattitute : 35.65838434, Longitute : 139.74559583
User ID : 343873736 , Lattitute : 35.808, Longitute : 139.678
User ID : 343873736 , Lattitute : 35.78769562, Longitute : 139.72374319
User ID : 78325212 , Lattitute : 35.61847271, Longitute : 139.73961353
User ID : 78325212 , Lattitute : 35.66189453, Longitute : 139.7010541
User ID : 78325212 , Lattitute : 35.672256, Longitute : 139.765812
User ID : 78325212 , Lattitute : 35.00083797, Longitute : 135.8190779
User ID : 78325212 , Lattitute : 34.99144167, Longitute : 135.81751049
User ID : 78325212 , Lattitute : 35.11805689, Longitute : 136.1813736
User ID : 78325212 , Lattitute : 34.97625684, Longitute : 136.35160975
User ID : 78325212 , Lattitute : 34.95523994, Longitute : 136.3038033
User ID : 78325212 , Lattitute : 34.919009, Longitute : 136.0873
User ID : 78325212 , Lattitute : 34.91813549, Longitute : 136.0826683
User ID : 78325212 , Lattitute : 34.96852125, Longitute : 136.03885912
User ID : 78325212 , Lattitute : 35.1712314, Longitute : 136.33173508
User ID : 78325212 , Lattitute : 35.23921967, Longitute : 136.41433716
User ID : 78325212 , Lattitute : 35.351203, Longitute : 136.481211
User ID : 78325212 , Lattitute : 35.302879, Longitute : 136.471396
User ID : 78325212 , Lattitute : 35.27488477, Longitute : 136.46462574
User ID : 78325212 , Lattitute : 35.30968094, Longitute : 136.28904724
User ID : 78325212 , Lattitute : 35.20368127, Longitute : 136.23248243
User ID : 99337708 , Lattitute : 35.6651208, Longitute : 139.75730404
User ID : 99337708 , Lattitute : 35.77760397, Longitute : 139.72116505
User ID : 99337708 , Lattitute : 35.76916074, Longitute : 139.70798165
User ID : 99337708 , Lattitute : 35.76889865, Longitute : 139.70765909
User ID : 99337708 , Lattitute : 35.732942, Longitute : 139.740062
User ID : 99337708 , Lattitute : 35.66955198, Longitute : 139.76759656
User ID : 99337708 , Lattitute : 35.67535932, Longitute : 139.76443177
User ID : 99337708 , Lattitute : 35.77185777, Longitute : 140.38686076
User ID : 99337708 , Lattitute : 34.4355087, Longitute : 135.24365053
User ID : 99337708 , Lattitute : 34.68945686, Longitute : 135.49395978
User ID : 99337708 , Lattitute : 35.77192597, Longitute : 140.38722892
User ID : 99337708 , Lattitute : 35.62661874, Longitute : 139.73782731
User ID : 99337708 , Lattitute : 34.87900007, Longitute : 137.17437781
User ID : 99337708 , Lattitute : 34.80624528, Longitute : 137.27201343
User ID : 99337708 , Lattitute : 35.69206983, Longitute : 139.77071159
User ID : 99337708 , Lattitute : 35.77171698, Longitute : 140.38700197
User ID : 99337708 , Lattitute : 42.78760624, Longitute : 141.68110371
User ID : 99337708 , Lattitute : 43.026673, Longitute : 141.374876
User ID : 99337708 , Lattitute : 42.99889246, Longitute : 141.39488324
User ID : 99337708 , Lattitute : 43.19875584, Longitute : 141.00253275
User ID : 99337708 , Lattitute : 43.02662288, Longitute : 141.37436458
User ID : 99337708 , Lattitute : 43.062534, Longitute : 141.353453
User ID : 99337708 , Lattitute : 43.07084061, Longitute : 141.32011155
User ID : 99337708 , Lattitute : 43.07080016, Longitute : 141.320014
User ID : 99337708 , Lattitute : 43.07410196, Longitute : 141.31908849
User ID : 99337708 , Lattitute : 42.99909389, Longitute : 141.3947476
User ID : 99337708 , Lattitute : 42.71511845, Longitute : 141.70702457
User ID : 99337708 , Lattitute : 42.4679888, Longitute : 141.1931019
User ID : 99337708 , Lattitute : 42.82066672, Longitute : 141.6554118
User ID : 99337708 , Lattitute : 42.49021656, Longitute : 141.15923166
User ID : 99337708 , Lattitute : 41.75888889, Longitute : 140.70444444
User ID : 99337708 , Lattitute : 41.796944, Longitute : 140.756944
User ID : 99337708 , Lattitute : 42.47478195, Longitute : 141.23780785
User ID : 99337708 , Lattitute : 41.786324, Longitute : 140.750935
User ID : 99337708 , Lattitute : 41.79570897, Longitute : 140.75461653
User ID : 99337708 , Lattitute : 41.7955915, Longitute : 140.75462539
User ID : 99337708 , Lattitute : 42.63064351, Longitute : 141.61578655
User ID : 99337708 , Lattitute : 43.02081639, Longitute : 141.36689643
User ID : 99337708 , Lattitute : 43.05566996, Longitute : 141.35303292
User ID : 99337708 , Lattitute : 43.05282608, Longitute : 141.35319024
User ID : 99337708 , Lattitute : 43.49382802, Longitute : 142.61338243
User ID : 99337708 , Lattitute : 43.76844015, Longitute : 142.47893253
User ID : 99337708 , Lattitute : 43.54645626, Longitute : 142.52821225
User ID : 99337708 , Lattitute : 43.76880055, Longitute : 142.47950077
User ID : 99337708 , Lattitute : 44.0303532, Longitute : 145.16699265
User ID : 99337708 , Lattitute : 44.0303532, Longitute : 145.16699265
User ID : 99337708 , Lattitute : 43.76747292, Longitute : 142.35903458
User ID : 99337708 , Lattitute : 43.77070895, Longitute : 142.34166341
User ID : 99337708 , Lattitute : 43.88105034, Longitute : 145.09635506
User ID : 99337708 , Lattitute : 43.09851927, Longitute : 144.44954284
User ID : 99337708 , Lattitute : 44.01785246, Longitute : 145.19280663
User ID : 99337708 , Lattitute : 44.01741634, Longitute : 145.19215822
User ID : 99337708 , Lattitute : 43.19095322, Longitute : 144.46605771
User ID : 99337708 , Lattitute : 42.9212374, Longitute : 143.18294878
User ID : 99337708 , Lattitute : 43.04637728, Longitute : 143.17170322
User ID : 99337708 , Lattitute : 42.98408148, Longitute : 144.38582325
User ID : 99337708 , Lattitute : 43.01062458, Longitute : 144.35497081
User ID : 99337708 , Lattitute : 42.92136059, Longitute : 143.18253994
User ID : 99337708 , Lattitute : 43.06720639, Longitute : 143.13735249
User ID : 99337708 , Lattitute : 43.04629738, Longitute : 143.1719247
User ID : 99337708 , Lattitute : 42.4768894, Longitute : 141.2382339
User ID : 99337708 , Lattitute : 42.47515414, Longitute : 141.23826077
User ID : 99337708 , Lattitute : 42.54483662, Longitute : 141.32771603
User ID : 99337708 , Lattitute : 42.54473221, Longitute : 141.32786919
User ID : 99337708 , Lattitute : 42.5603865, Longitute : 141.3550518
User ID : 99337708 , Lattitute : 42.78976358, Longitute : 141.6785717
User ID : 99337708 , Lattitute : 35.7649, Longitute : 140.38845
User ID : 99337708 , Lattitute : 35.7738882, Longitute : 140.38718858
User ID : 99337708 , Lattitute : 35.74840616, Longitute : 139.82718982
User ID : 99337708 , Lattitute : 35.7343811, Longitute : 139.73886511
User ID : 99337708 , Lattitute : 35.73203669, Longitute : 139.73950088
User ID : 99337708 , Lattitute : 35.73359595, Longitute : 139.73969836
User ID : 99337708 , Lattitute : 35.6900177, Longitute : 139.70150757
User ID : 99337708 , Lattitute : 35.689898, Longitute : 139.70146
User ID : 99337708 , Lattitute : 35.68092763, Longitute : 139.76725255
User ID : 99337708 , Lattitute : 35.68355302, Longitute : 139.76653486
User ID : 99337708 , Lattitute : 35.68096581, Longitute : 139.76737192
User ID : 99337708 , Lattitute : 34.73329161, Longitute : 135.49981411
User ID : 99337708 , Lattitute : 34.69658469, Longitute : 135.53393286
User ID : 99337708 , Lattitute : 34.61422512, Longitute : 135.51832176
User ID : 99337708 , Lattitute : 34.614089, Longitute : 135.518598
User ID : 99337708 , Lattitute : 34.8167, Longitute : 135.65
User ID : 99337708 , Lattitute : 34.80116782, Longitute : 135.63973812
User ID : 99337708 , Lattitute : 34.68571538, Longitute : 135.49468156
User ID : 99337708 , Lattitute : 34.69927871, Longitute : 135.4952392
User ID : 99337708 , Lattitute : 34.70306131, Longitute : 135.50177492
User ID : 99337708 , Lattitute : 34.70529041, Longitute : 135.49758643
User ID : 99337708 , Lattitute : 34.68955612, Longitute : 135.4940033
User ID : 99337708 , Lattitute : 34.686475, Longitute : 135.528625
User ID : 99337708 , Lattitute : 34.68866302, Longitute : 135.53009033
User ID : 99337708 , Lattitute : 34.785013, Longitute : 135.627796
User ID : 99337708 , Lattitute : 35.00737322, Longitute : 135.75879157
User ID : 99337708 , Lattitute : 34.8167, Longitute : 135.65
User ID : 99337708 , Lattitute : 34.819183, Longitute : 135.6521
User ID : 99337708 , Lattitute : 34.69781391, Longitute : 135.49845028
User ID : 99337708 , Lattitute : 34.66867529, Longitute : 135.50190827
User ID : 99337708 , Lattitute : 34.70545323, Longitute : 135.49851615
User ID : 99337708 , Lattitute : 34.66500032, Longitute : 135.50332154
User ID : 99337708 , Lattitute : 34.706117, Longitute : 135.510597
User ID : 99337708 , Lattitute : 34.43537461, Longitute : 135.24413118
User ID : 99337708 , Lattitute : 35.09857945, Longitute : 129.01006393
User ID : 99337708 , Lattitute : 35.09881368, Longitute : 129.02933677
User ID : 99337708 , Lattitute : 35.09773972, Longitute : 129.01003931
User ID : 99337708 , Lattitute : 35.1028, Longitute : 129.04
User ID : 99337708 , Lattitute : 35.10187405, Longitute : 129.02584551
User ID : 99337708 , Lattitute : 35.15555004, Longitute : 129.05487351
User ID : 99337708 , Lattitute : 35.1028, Longitute : 129.04
User ID : 99337708 , Lattitute : 35.1028, Longitute : 129.04
User ID : 99337708 , Lattitute : 35.17326565, Longitute : 128.94743368
User ID : 99337708 , Lattitute : 34.43563974, Longitute : 135.244209
User ID : 99337708 , Lattitute : 34.68945686, Longitute : 135.49395978
User ID : 99337708 , Lattitute : 34.695212, Longitute : 135.475066
User ID : 99337708 , Lattitute : 34.63677425, Longitute : 135.44951677
User ID : 99337708 , Lattitute : 34.81602894, Longitute : 135.65046327
User ID : 99337708 , Lattitute : 34.96236422, Longitute : 135.8113399
User ID : 99337708 , Lattitute : 34.802753, Longitute : 135.538153
User ID : 99337708 , Lattitute : 34.66365004, Longitute : 135.4323855
User ID : 99337708 , Lattitute : 34.66649293, Longitute : 135.43182224
User ID : 99337708 , Lattitute : 34.81677012, Longitute : 135.65017238
User ID : 99337708 , Lattitute : 34.81057509, Longitute : 135.5322976
User ID : 99337708 , Lattitute : 34.96236422, Longitute : 135.8113399
User ID : 99337708 , Lattitute : 34.802753, Longitute : 135.538153
User ID : 99337708 , Lattitute : 34.802753, Longitute : 135.538153
User ID : 99337708 , Lattitute : 35.00432601, Longitute : 135.75731099
User ID : 99337708 , Lattitute : 35.8485, Longitute : 139.975149
User ID : 99337708 , Lattitute : 35.8485, Longitute : 139.975149
User ID : 99337708 , Lattitute : 35.848448, Longitute : 139.975105
User ID : 99337708 , Lattitute : 35.8621061, Longitute : 139.97057804
User ID : 99337708 , Lattitute : 35.63743778, Longitute : 139.72521007
User ID : 99337708 , Lattitute : 35.70985565, Longitute : 139.81137171
User ID : 99337708 , Lattitute : 35.74764424, Longitute : 139.82751489
User ID : 99337708 , Lattitute : 35.6810951, Longitute : 139.76744181
User ID : 424259714 , Lattitute : 35.44823336, Longitute : 139.3431007
User ID : 424259714 , Lattitute : 35.98537705, Longitute : 139.38489139
User ID : 4272405316 , Lattitute : 35.69465854, Longitute : 139.69994321
User ID : 4272405316 , Lattitute : 35.65885822, Longitute : 139.74569978
User ID : 477613856 , Lattitute : 35.696233, Longitute : 139.570431
User ID : 477613856 , Lattitute : 35.6675, Longitute : 139.700278
User ID : 477613856 , Lattitute : 35.68972222, Longitute : 139.69222222
User ID : 477613856 , Lattitute : 35.62658122, Longitute : 139.88670557
User ID : 477613856 , Lattitute : 35.6321642, Longitute : 139.88119489
User ID : 477613856 , Lattitute : 35.65885822, Longitute : 139.74569978
User ID : 477613856 , Lattitute : 35.71455556, Longitute : 139.79663889
User ID : 477613856 , Lattitute : 35.71455556, Longitute : 139.79663889
User ID : 477613856 , Lattitute : 35.6735232, Longitute : 139.7626368
User ID : 477613856 , Lattitute : 34.66867529, Longitute : 135.50190827
User ID : 477613856 , Lattitute : 35.40163473, Longitute : 132.67592024
User ID : 477613856 , Lattitute : 35.4008409, Longitute : 132.68471824
User ID : 477613856 , Lattitute : 35.11469713, Longitute : 132.44592195
User ID : 477613856 , Lattitute : 35.4668202, Longitute : 133.05227001
User ID : 477613856 , Lattitute : 35.38007134, Longitute : 133.19415641
User ID : 477613856 , Lattitute : 35.47497778, Longitute : 133.05055556
User ID : 477613856 , Lattitute : 35.46819588, Longitute : 133.05508663
User ID : 477613856 , Lattitute : 35.66555556, Longitute : 139.76333333
User ID : 477613856 , Lattitute : 35.6699522, Longitute : 139.7643978
User ID : 477613856 , Lattitute : 35.72355136, Longitute : 139.76872573
User ID : 477613856 , Lattitute : 35.71984874, Longitute : 139.76113511
User ID : 477613856 , Lattitute : 35.71984874, Longitute : 139.76113511
User ID : 477613856 , Lattitute : 35.70527778, Longitute : 139.65111111
User ID : 477613856 , Lattitute : 35.71984874, Longitute : 139.76113511
User ID : 477613856 , Lattitute : 35.72355136, Longitute : 139.76872573
User ID : 477613856 , Lattitute : 35.3258, Longitute : 139.542
User ID : 477613856 , Lattitute : 35.31419, Longitute : 139.53529869
User ID : 477613856 , Lattitute : 35.44320551, Longitute : 139.64604868
User ID : 477613856 , Lattitute : 35.66530396, Longitute : 139.72579985
User ID : 477613856 , Lattitute : 35.66490767, Longitute : 139.72662015
User ID : 477613856 , Lattitute : 35.66530396, Longitute : 139.72579985
User ID : 477613856 , Lattitute : 35.66490767, Longitute : 139.72662015
User ID : 477613856 , Lattitute : 35.688611, Longitute : 139.708333
User ID : 477613856 , Lattitute : 35.688611, Longitute : 139.708333
User ID : 477613856 , Lattitute : 35.54497248, Longitute : 139.76898909
User ID : 477613856 , Lattitute : 35.6853714, Longitute : 139.7858786
User ID : 477613856 , Lattitute : 35.6822, Longitute : 139.77457778
User ID : 477613856 , Lattitute : 35.68654117, Longitute : 139.77413948
User ID : 477613856 , Lattitute : 35.69711414, Longitute : 139.65627491
User ID : 477613856 , Lattitute : 35.688611, Longitute : 139.708333
User ID : 477613856 , Lattitute : 35.688611, Longitute : 139.708333
User ID : 477613856 , Lattitute : 35.53454167, Longitute : 139.72463056
User ID : 477613856 , Lattitute : 35.70018819, Longitute : 139.57791384
User ID : 477613856 , Lattitute : 35.69711414, Longitute : 139.65627491
User ID : 477613856 , Lattitute : 35.69711414, Longitute : 139.65627491
User ID : 477613856 , Lattitute : 35.69711414, Longitute : 139.65627491
User ID : 477613856 , Lattitute : 34.29195, Longitute : 132.318475
User ID : 477613856 , Lattitute : 34.30147546, Longitute : 132.32234204
User ID : 477613856 , Lattitute : 34.99851252, Longitute : 135.78053159
User ID : 477613856 , Lattitute : 34.99851252, Longitute : 135.78053159
User ID : 477613856 , Lattitute : 34.9993057, Longitute : 135.75435591
User ID : 477613856 , Lattitute : 38.311875, Longitute : 140.43477778
User ID : 477613856 , Lattitute : 39.59897819, Longitute : 140.56063635
User ID : 477613856 , Lattitute : 39.75065649, Longitute : 141.01694096
User ID : 477613856 , Lattitute : 39.1973677, Longitute : 141.18894539
User ID : 477613856 , Lattitute : 38.930994, Longitute : 141.13261843
User ID : 477613856 , Lattitute : 38.36987379, Longitute : 141.06312126
User ID : 477613856 , Lattitute : 38.3592087, Longitute : 140.38109189
User ID : 477613856 , Lattitute : 38.311875, Longitute : 140.43477778
User ID : 477613856 , Lattitute : 38.311875, Longitute : 140.43477778
User ID : 477613856 , Lattitute : 38.15463445, Longitute : 140.4308499
User ID : 477613856 , Lattitute : 38.15463445, Longitute : 140.4308499
User ID : 477613856 , Lattitute : 35.44320551, Longitute : 139.64604868
User ID : 477613856 , Lattitute : 35.69388056, Longitute : 139.70342222
User ID : 477613856 , Lattitute : 35.66906738, Longitute : 139.70614624
User ID : 477613856 , Lattitute : 35.6986915, Longitute : 139.77306402
User ID : 477613856 , Lattitute : -33.94868, Longitute : 151.25723
User ID : 477613856 , Lattitute : 35.690278, Longitute : 139.700556
User ID : 477613856 , Lattitute : 36.70184361, Longitute : 137.83751534
User ID : 477613856 , Lattitute : 35.6906, Longitute : 139.706
User ID : 477613856 , Lattitute : 35.664036, Longitute : 139.698211
User ID : 477613856 , Lattitute : 35.65974542, Longitute : 139.6999425
User ID : 477613856 , Lattitute : 35.65944758, Longitute : 139.69996485
User ID : 477613856 , Lattitute : 24.46136278, Longitute : 124.14268421
User ID : 477613856 , Lattitute : 24.3333, Longitute : 124.15
User ID : 477613856 , Lattitute : 24.4362983, Longitute : 123.77761465
User ID : 477613856 , Lattitute : 24.4182904, Longitute : 123.79990043
User ID : 477613856 , Lattitute : 24.37027355, Longitute : 124.11472868
User ID : 477613856 , Lattitute : 24.37027355, Longitute : 124.11472868
User ID : 477613856 , Lattitute : 24.33333333, Longitute : 124.08333333
User ID : 477613856 , Lattitute : 26.21581527, Longitute : 127.68692043
User ID : 477613856 , Lattitute : 26.19972222, Longitute : 127.28083333
User ID : 477613856 , Lattitute : 26.19972222, Longitute : 127.28083333
User ID : 477613856 , Lattitute : 26.19972222, Longitute : 127.28083333
User ID : 477613856 , Lattitute : 26.50467145, Longitute : 127.85004652
User ID : 477613856 , Lattitute : 26.61576124, Longitute : 127.96961383
User ID : 477613856 , Lattitute : 26.70140016, Longitute : 127.88002521
User ID : 477613856 , Lattitute : 26.6986687, Longitute : 127.87972498
User ID : 477613856 , Lattitute : 26.21419182, Longitute : 127.68641515
User ID : 477613856 , Lattitute : 35.733056, Longitute : 139.746667
User ID : 477613856 , Lattitute : 35.733056, Longitute : 139.746667
User ID : 477613856 , Lattitute : 35.733056, Longitute : 139.746667
User ID : 477613856 , Lattitute : 35.625611, Longitute : 139.663664
User ID : 477613856 , Lattitute : 35.625611, Longitute : 139.663664
User ID : 477613856 , Lattitute : 35.625611, Longitute : 139.663664
User ID : 477613856 , Lattitute : 35.625611, Longitute : 139.663664
User ID : 477613856 , Lattitute : 35.671975, Longitute : 139.697685
User ID : 477613856 , Lattitute : 35.671975, Longitute : 139.697685
User ID : 477613856 , Lattitute : 35.671975, Longitute : 139.697685
User ID : 477613856 , Lattitute : 35.671975, Longitute : 139.697685
User ID : 477613856 , Lattitute : 35.671975, Longitute : 139.697685
User ID : 477613856 , Lattitute : 35.671975, Longitute : 139.697685
User ID : 477613856 , Lattitute : 35.69347941, Longitute : 139.70077358
User ID : 477613856 , Lattitute : 35.2421394, Longitute : 139.01920579
User ID : 477613856 , Lattitute : 35.2, Longitute : 139
User ID : 477613856 , Lattitute : 35.69133798, Longitute : 139.69855854
User ID : 477613856 , Lattitute : 35.00349, Longitute : 135.77505
User ID : 477613856 , Lattitute : 35.00349, Longitute : 135.77505
User ID : 477613856 , Lattitute : 35.00349, Longitute : 135.77505
User ID : 477613856 , Lattitute : 35.00349, Longitute : 135.77505
User ID : 477613856 , Lattitute : 39.98341191, Longitute : 116.4893264
User ID : 477613856 , Lattitute : 39.98341191, Longitute : 116.4893264
User ID : 477613856 , Lattitute : 39.9536, Longitute : 116.496
User ID : 477613856 , Lattitute : 35.69159678, Longitute : 139.70426939
User ID : 477613856 , Lattitute : 35.69089003, Longitute : 139.70888242
User ID : 477613856 , Lattitute : 35.68708665, Longitute : 139.71016518
User ID : 477613856 , Lattitute : 35.68398587, Longitute : 139.77433725
User ID : 477613856 , Lattitute : 35.68388889, Longitute : 139.77444444
User ID : 477613856 , Lattitute : 35.69475473, Longitute : 139.70319986
User ID : 477613856 , Lattitute : 35.69416667, Longitute : 139.74305556
User ID : 477613856 , Lattitute : 35.69029474, Longitute : 139.69017384
User ID : 477613856 , Lattitute : 35.69676876, Longitute : 139.79315492
User ID : 477613856 , Lattitute : 35.696389, Longitute : 139.796083
User ID : 477613856 , Lattitute : 35.69863674, Longitute : 139.77314419
