TokyoTower , User ID : 194782782 , Longitude : 139.74110484, Latitude : 35.67390984
TokyoTower , User ID : 120688786 , Longitude : 139.77514744, Latitude : 35.69735561

TokyoTower , User ID : 3232183453 , Longitude : 139.74198523, Latitude : 35.66199371

TokyoTower , User ID : 3232183453 , Longitude : 139.74196846, Latitude : 35.66207789

TokyoTower , User ID : 87449913 , Longitude : 139.7367047, Latitude : 35.6728339

TokyoTower , User ID : 82063349 , Longitude : 139.75627005, Latitude : 35.6403021

TokyoTower , User ID : 401417900 , Longitude : 139.7470467, Latitude : 35.6554372

TokyoTower , User ID : 4675237634 , Longitude : 139.75125531, Latitude : 35.6538787

TokyoTower , User ID : 2926462105 , Longitude : 139.73419444, Latitude : 35.64113611

TokyoTower , User ID : 85238731 , Longitude : 139.73931916, Latitude : 35.66491826

TokyoTower , User ID : 1879309098 , Longitude : 139.73518298, Latitude : 35.67795669

TokyoTower , User ID : 2989493349 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 112123911 , Longitude : 139.74053163, Latitude : 35.67259247

TokyoTower , User ID : 798589032 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 130883354 , Longitude : 135.51874904, Latitude : 34.70031473

TokyoTower , User ID : 57477198 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 180320887 , Longitude : 139.74031208, Latitude : 35.67293621

TokyoTower , User ID : 35434021 , Longitude : 139.74557, Latitude : 35.65852915

TokyoTower , User ID : 122120068 , Longitude : 139.73954369, Latitude : 35.67099455

TokyoTower , User ID : 459026722 , Longitude : 139.77514744, Latitude : 35.69735561

TokyoTower , User ID : 98016012 , Longitude : 139.733, Latitude : 35.65

TokyoTower , User ID : 74405316 , Longitude : 139.74707276, Latitude : 35.65546667

TokyoTower , User ID : 164759742 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 57477198 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 155453458 , Longitude : 139.76898909, Latitude : 35.54497248

TokyoTower , User ID : 383264575 , Longitude : 139.74707276, Latitude : 35.65546667

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 108809607 , Longitude : 139.76219057, Latitude : 35.65394742

TokyoTower , User ID : 180320887 , Longitude : 139.74076152, Latitude : 35.67309928

TokyoTower , User ID : 223286416 , Longitude : 139.69074109, Latitude : 35.69376799

TokyoTower , User ID : 765798588 , Longitude : 139.70350019, Latitude : 35.70819821

TokyoTower , User ID : 6386322 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 3377241 , Longitude : 139.69055164, Latitude : 35.69572654

TokyoTower , User ID : 107870840 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 1461653964 , Longitude : 139.63345193, Latitude : 35.71330151

TokyoTower , User ID : 495010557 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 107870840 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 947781007 , Longitude : 139.74518471, Latitude : 35.65497272

TokyoTower , User ID : 2901169020 , Longitude : 139.73025887, Latitude : 35.6192471
TokyoTower , User ID : 774776069672964098 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 1022181600 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 230420231 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 2864814035 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 15206901 , Longitude : 139.732862, Latitude : 35.684931

TokyoTower , User ID : 223286416 , Longitude : 139.69074109, Latitude : 35.69376799

TokyoTower , User ID : 145242967 , Longitude : 139.76005926, Latitude : 35.66478432

TokyoTower , User ID : 99518839 , Longitude : 139.76771636, Latitude : 35.67883605

TokyoTower , User ID : 6596652 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 434190732 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 223016942 , Longitude : 139.75954771, Latitude : 35.67193138

TokyoTower , User ID : 10537182 , Longitude : 139.74076152, Latitude : 35.67309928

TokyoTower , User ID : 121683524 , Longitude : 139.74553076, Latitude : 35.65857886

TokyoTower , User ID : 44629928 , Longitude : 139.76491213, Latitude : 35.67974905

TokyoTower , User ID : 58783718 , Longitude : 139.7367047, Latitude : 35.6728339

TokyoTower , User ID : 28068234 , Longitude : 139.7393491, Latitude : 35.66542946

TokyoTower , User ID : 127462347 , Longitude : 127.10261106, Latitude : 37.51287057

TokyoTower , User ID : 145579296 , Longitude : 139.74546814, Latitude : 35.65859222

TokyoTower , User ID : 102313740 , Longitude : 139.77675242, Latitude : 35.62503326

TokyoTower , User ID : 71168401 , Longitude : 139.7529621, Latitude : 35.65967369

TokyoTower , User ID : 267738878 , Longitude : 139.75954771, Latitude : 35.67193138

TokyoTower , User ID : 180320887 , Longitude : 139.74056156, Latitude : 35.67276723

TokyoTower , User ID : 68732735 , Longitude : 139.7367047, Latitude : 35.6728339

TokyoTower , User ID : 223016942 , Longitude : 139.76491213, Latitude : 35.67974905

TokyoTower , User ID : 6596652 , Longitude : 139.7515, Latitude : 35.6614

TokyoTower , User ID : 223286416 , Longitude : 139.69074109, Latitude : 35.69376799

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 70957977 , Longitude : 139.77338745, Latitude : 35.68693803

TokyoTower , User ID : 67555366 , Longitude : 139.76491213, Latitude : 35.67974905

TokyoTower , User ID : 114111176 , Longitude : 139.74559583, Latitude : 35.65838434

TokyoTower , User ID : 180320887 , Longitude : 139.74076152, Latitude : 35.67309928

TokyoTower , User ID : 765798588 , Longitude : 139.70350019, Latitude : 35.70819821

TokyoTower , User ID : 3377241 , Longitude : 139.69055164, Latitude : 35.69572654

TokyoTower , User ID : 6386322 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 2916853449 , Longitude : 139.76771636, Latitude : 35.67883605

TokyoTower , User ID : 2578584218 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 1326600656 , Longitude : 139.61867481, Latitude : 35.46454454

TokyoTower , User ID : 83304248 , Longitude : 139.74559583, Latitude : 35.65838434

TokyoTower , User ID : 20257540 , Longitude : 139.63345193, Latitude : 35.71330151

TokyoTower , User ID : 120302636 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 80305991 , Longitude : 139.7488296, Latitude : 35.66205579

TokyoTower , User ID : 947781007 , Longitude : 139.72925966, Latitude : 35.660431

TokyoTower , User ID : 1399710686 , Longitude : 139.70153055, Latitude : 35.68978894

TokyoTower , User ID : 730366652 , Longitude : 139.74546814, Latitude : 35.65859222

TokyoTower , User ID : 2502909079 , Longitude : 139.70153055, Latitude : 35.68978894

TokyoTower , User ID : 1290384668 , Longitude : 139.77514744, Latitude : 35.69735561

TokyoTower , User ID : 273872623 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 52697936 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 1009053319 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 451499439 , Longitude : 139.78815179, Latitude : 35.68515074

TokyoTower , User ID : 2909670914 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 192570297 , Longitude : 139.74094391, Latitude : 35.67410158

TokyoTower , User ID : 261171011 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 122120068 , Longitude : 139.73954369, Latitude : 35.67099455

TokyoTower , User ID : 125599584 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 205278010 , Longitude : 139.74140482, Latitude : 35.67931255

TokyoTower , User ID : 4838032381 , Longitude : 139.72943858, Latitude : 35.66049471

TokyoTower , User ID : 20257540 , Longitude : 139.74546814, Latitude : 35.65859222

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 67555366 , Longitude : 139.76491213, Latitude : 35.67974905

TokyoTower , User ID : 114111176 , Longitude : 139.74559583, Latitude : 35.65838434

TokyoTower , User ID : 180320887 , Longitude : 139.74076152, Latitude : 35.67309928

TokyoTower , User ID : 102350271 , Longitude : 139.74559583, Latitude : 35.65838434

TokyoTower , User ID : 99103564 , Longitude : 139.73688432, Latitude : 35.67281231

TokyoTower , User ID : 99103564 , Longitude : 139.73640561, Latitude : 35.67319516

TokyoTower , User ID : 99103564 , Longitude : 139.7367047, Latitude : 35.6728339

TokyoTower , User ID : 3377241 , Longitude : 139.69055164, Latitude : 35.69572654

TokyoTower , User ID : 6386322 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 66601333 , Longitude : 139.73711882, Latitude : 35.62780426

TokyoTower , User ID : 125565639 , Longitude : 139.66487333, Latitude : 35.70712205

TokyoTower , User ID : 104411200 , Longitude : 139.71477879, Latitude : 35.66977966

TokyoTower , User ID : 730366652 , Longitude : 139.74546814, Latitude : 35.65859222

TokyoTower , User ID : 21725893 , Longitude : 139.75867778, Latitude : 35.66630278

TokyoTower , User ID : 552642657 , Longitude : 139.39334566, Latitude : 35.7035423

TokyoTower , User ID : 223286416 , Longitude : 139.69074109, Latitude : 35.69376799

TokyoTower , User ID : 189016890 , Longitude : 139.72925966, Latitude : 35.660431

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 947781007 , Longitude : 139.74553076, Latitude : 35.65857886

TokyoTower , User ID : 7434192 , Longitude : 139.67183934, Latitude : 35.55134184

TokyoTower , User ID : 3221860466 , Longitude : 139.7292316, Latitude : 35.66034727

TokyoTower , User ID : 28005792 , Longitude : 139.75546248, Latitude : 35.65759823

TokyoTower , User ID : 125565639 , Longitude : 139.66487333, Latitude : 35.70712205

TokyoTower , User ID : 70957977 , Longitude : 139.77338745, Latitude : 35.68693803

TokyoTower , User ID : 77492013 , Longitude : 135.75080579, Latitude : 34.99494141

TokyoTower , User ID : 192570297 , Longitude : 139.74056156, Latitude : 35.67276723

TokyoTower , User ID : 191831529 , Longitude : 139.75926565, Latitude : 35.69379156

TokyoTower , User ID : 1080984014 , Longitude : 139.7488296, Latitude : 35.66205579

TokyoTower , User ID : 122120068 , Longitude : 139.73954369, Latitude : 35.67099455

TokyoTower , User ID : 38951612 , Longitude : 139.74087092, Latitude : 35.62594573

TokyoTower , User ID : 1080984014 , Longitude : 139.75627005, Latitude : 35.6403021

TokyoTower , User ID : 774776069672964098 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 83108212 , Longitude : 139.73647021, Latitude : 35.67282451

TokyoTower , User ID : 548087409 , Longitude : 139.703, Latitude : 35.708588

TokyoTower , User ID : 61403448 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 94465609 , Longitude : 139.74076152, Latitude : 35.67309928

TokyoTower , User ID : 87104291 , Longitude : 139.73212481, Latitude : 35.6185294

TokyoTower , User ID : 1063505598 , Longitude : 139.74321775, Latitude : 35.66479175

TokyoTower , User ID : 97927857 , Longitude : 139.74546814, Latitude : 35.65859222

TokyoTower , User ID : 223286416 , Longitude : 139.69074109, Latitude : 35.69376799

TokyoTower , User ID : 92288769 , Longitude : 139.76219057, Latitude : 35.65394742

TokyoTower , User ID : 2973499434 , Longitude : 139.70112652, Latitude : 35.66182698

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 70957977 , Longitude : 139.77338745, Latitude : 35.68693803

TokyoTower , User ID : 114111176 , Longitude : 139.74559583, Latitude : 35.65838434

TokyoTower , User ID : 108809607 , Longitude : 139.76219057, Latitude : 35.65394742

TokyoTower , User ID : 67555366 , Longitude : 139.76491213, Latitude : 35.67974905

TokyoTower , User ID : 433055459 , Longitude : 139.74707276, Latitude : 35.65546667

TokyoTower , User ID : 180320887 , Longitude : 139.74076152, Latitude : 35.67309928

TokyoTower , User ID : 765798588 , Longitude : 139.70350019, Latitude : 35.70819821

TokyoTower , User ID : 6386322 , Longitude : 139.7292316, Latitude : 35.66034727

