User ID : 174831676 , Lattitute : 34.98468348, Longitute : 135.75932005, Tweet Number : 892169370000142337, Tweet Status : I'm at 京都駅 新幹線ホーム in 京都市, 京都府 https://t.co/n9vn8TJ7EE
User ID : 719410894774472704 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 892001330486792192, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/eHfxADHF5I
User ID : 1139686620 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891997614157299713, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/21gDZ3c7W8
User ID : 154788025 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891997567059361793, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/8fhaWNRf8L
User ID : 261740346 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891995303934644224, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/WYoyFQ5RRl
User ID : 32393411 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891994597269921794, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/zGL2oJiKGc
User ID : 3020895290 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891992893136809984, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 w/ @okakennn https://t.co/RhUZ7mCLdW
User ID : 1414644234 , Lattitute : 36.17791507, Longitute : 140.40732974, Tweet Number : 891986939448094720, Tweet Status : I'm at 茨城空港 in 小美玉市, 茨城県 https://t.co/0f85wLD9wR
User ID : 36678668 , Lattitute : 36.32256813, Longitute : 139.01304066, Tweet Number : 891982165617127425, Tweet Status : I'm at 上越・北陸新幹線 高崎駅 - @jreast_official in 高崎市, 群馬県 https://t.co/9casebHkV0
User ID : 95018912 , Lattitute : 34.44025, Longitute : 135.2236, Tweet Number : 891981514849882112, Tweet Status : I'm at 関西空港B滑走路(RWY06L/22R) in 泉南郡, 大阪府 https://t.co/GhUrfSnndL
User ID : 3052338786 , Lattitute : 34.85944729, Longitute : 136.81485788, Tweet Number : 891977995786883073, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/E8vxrEcaXY
User ID : 14581663 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891976039177629697, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/kWApzockqw
User ID : 2881299452 , Lattitute : 34.4362216, Longitute : 135.24333, Tweet Number : 891974894803705856, Tweet Status : I'm at JR 関西空港駅 in いずみさのし, 大阪府 https://t.co/93vyfOVqpa
User ID : 77511733 , Lattitute : 35.68113055, Longitute : 139.76775131, Tweet Number : 891974604964728832, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/XuHNDddhyO
User ID : 226190443 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891973490097754112, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/KJrrvZxVTP
User ID : 12388422 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891972548111609857, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/EWOAvmj4NI
User ID : 6855912 , Lattitute : 34.85944729, Longitute : 136.81485788, Tweet Number : 891972340099276800, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/KhL8iCP9zd
User ID : 1237903992 , Lattitute : 35.68113055, Longitute : 139.76775131, Tweet Number : 891972295140532225, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/3x10nHTyuf
User ID : 105558752 , Lattitute : 38.13813458, Longitute : 140.92993498, Tweet Number : 891972071080824832, Tweet Status : I'm at 仙台国際空港 - @sendai_a_s in 名取市, 宮城県 https://t.co/l03m03fg1u
User ID : 2978499956 , Lattitute : 35.77245341, Longitute : 140.3823825, Tweet Number : 891970510397087745, Tweet Status : I'm at 成田国際空港 貨物地区 in 成田市, 千葉県 https://t.co/OKDbEUvHc5
User ID : 2978499956 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891970358567460864, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/CyuT5hPQDj
User ID : 543400615 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891968393557028865, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/fpdz7zLmQU
User ID : 734398058583056384 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891968189009145856, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/V1xOaxXFIv
User ID : 43346098 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891968046461595654, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/qHPrvwRzWn
User ID : 4463344212 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891966584402608128, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/mQtTqAWwaT
User ID : 1488412878 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891964640854409216, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/nELnzrg20C
User ID : 58478396 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891961557676150785, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 w/ @chiirorinxx https://t.co/O5Mj9minnm https://t.co/gFTBmoYH20
User ID : 107047033 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891956753109274624, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/Zj7tVeSUHt
User ID : 2191464510 , Lattitute : 35.56688948, Longitute : 139.7640574, Tweet Number : 891955506620903425, Tweet Status : I'm at 空港北トンネル in 大田区, 東京都 https://t.co/eAaOvC93J5
User ID : 138982913 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891955414014808064, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/eAdFkHGa0x
User ID : 2937099271 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891954081669009408, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/Ob2yEswzmr
User ID : 3110393142 , Lattitute : 35.76459397, Longitute : 140.3860841, Tweet Number : 891953416989282304, Tweet Status : I'm at 成田国際空港 第1ターミナル 手荷物受取所 in 成田市, 千葉県 https://t.co/gJjJjhXDHl
User ID : 212565407 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891953174004854784, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/QSiSbHKA1l
User ID : 28779373 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891953096842244097, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/tpR1MJmQPI
User ID : 763672162729271296 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891951536003317761, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/YnHyOpGs1T
User ID : 16049486 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891946578931589120, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/FdCTktwxBR
User ID : 166052077 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891945487120687104, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/a2G7OCk1oV
User ID : 1057114693 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891944739490189312, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/h63g5Drf5D
User ID : 222985456 , Lattitute : 35.68113055, Longitute : 139.76775131, Tweet Number : 891943335321116672, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/PAJd4Yy2no
User ID : 2546660645 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891941194661593088, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/wDtkcSYEV6
User ID : 120097402 , Lattitute : 35.68113055, Longitute : 139.76775131, Tweet Number : 891940029978861568, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/EdhebLCzcv
User ID : 5627012 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 891939441954127873, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/ClxcXITZhC
User ID : 6789442 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891938501192822784, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/1A6z33qb5I
User ID : 884749671616270336 , Lattitute : 34.85995813, Longitute : 136.81012448, Tweet Number : 891938359827992577, Tweet Status : I'm at 中部国際空港 滑走路 in 常滑市, 愛知県 https://t.co/LHzErq8y0d
User ID : 363540128 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891936468133871616, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/3vHSFlEhoA
User ID : 1487439595 , Lattitute : 34.85870127, Longitute : 136.81446538, Tweet Number : 891932912949628928, Tweet Status : I'm at 矢場とん 中部国際空港店 in 常滑市, 愛知県 https://t.co/NKCK3Nbo63
User ID : 300766678 , Lattitute : 35.77353396, Longitute : 140.38836211, Tweet Number : 891931338856689664, Tweet Status : I'm at 空港第2ビル駅 in 成田市, 千葉県 https://t.co/cj4urXS0yh
User ID : 264208504 , Lattitute : 34.85944729, Longitute : 136.81485788, Tweet Number : 891930579993845761, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/c1SZSgKMSQ
User ID : 343211765 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 891928394623004672, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/FK2fNCv2Q0
User ID : 174831676 , Lattitute : 34.98468348, Longitute : 135.75932005, Tweet Number : 892169370000142337, Tweet Status : I'm at 京都駅 新幹線ホーム in 京都市, 京都府 https://t.co/n9vn8TJ7EE
User ID : 994541006 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 892166884065517568, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/LFMqHYoycn
User ID : 41441853 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 892165614822985729, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/VveivqCV21
User ID : 132482668 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 892161805488967680, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/5P6FbWJQNS
User ID : 633077608 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892161299953717248, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/rDtl8AhAUb
User ID : 278993152 , Lattitute : 35.9059803, Longitute : 139.6231842, Tweet Number : 892158211717033984, Tweet Status : I'm at JR 大宮駅 新幹線ホーム - @jreast_official in さいたま市, 埼玉県 https://t.co/eqUKk4amQr
User ID : 36678668 , Lattitute : 35.68113055, Longitute : 139.76775131, Tweet Number : 892158140942340096, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/QToxHnqMJs
User ID : 139143128 , Lattitute : 35.6287103, Longitute : 139.74017736, Tweet Number : 892157642373816320, Tweet Status : I'm at JR 品川駅 新幹線ホーム in 港区, 東京都 https://t.co/FzSF786gvt
User ID : 4831583926 , Lattitute : 35.77353396, Longitute : 140.38836211, Tweet Number : 892150891029123076, Tweet Status : I'm at 空港第2ビル駅 in 成田市, 千葉県 https://t.co/tzf9p0gv7F
User ID : 3171783336 , Lattitute : 35.68113055, Longitute : 139.76775131, Tweet Number : 892146892355903490, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/CFlWYeKfzT
User ID : 128146600 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892146852690374656, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/h0U8z1KKV8
User ID : 157537123 , Lattitute : 38.25988806, Longitute : 140.8818566, Tweet Number : 892144746063433729, Tweet Status : I'm at JR仙台駅 新幹線ホーム in 仙台市, 宮城県 https://t.co/db6RieTBQl
User ID : 4221016693 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892143870745694212, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/FD3iRQAU06
User ID : 582710885 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 892143430121512964, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/QqtTqftlW8
User ID : 36678668 , Lattitute : 36.32256813, Longitute : 139.01304066, Tweet Number : 892143243051380738, Tweet Status : I'm at 上越・北陸新幹線 高崎駅 - @jreast_official in 高崎市, 群馬県 https://t.co/6iszw0SUu8
User ID : 69651070 , Lattitute : 35.74174034, Longitute : 139.75750923, Tweet Number : 892139906537074688, Tweet Status : I'm at JR東日本 東京新幹線車両センター in 北区, 東京都 https://t.co/bm9Ne7FWvt
User ID : 2205054823 , Lattitute : 34.42410125, Longitute : 135.23007542, Tweet Number : 892139722486800386, Tweet Status : I'm at ANA関西空港株式会社 https://t.co/obKQFjTqcY
User ID : 2595652075 , Lattitute : 34.66677751, Longitute : 133.91891956, Tweet Number : 892139534686801920, Tweet Status : I'm at セブンイレブン ハートイン岡山駅新幹線改札内店 - @711sej in 岡山市, 岡山県 w/ @g_t_anitetu https://t.co/DP580QybfB
User ID : 1492769724 , Lattitute : 34.66677751, Longitute : 133.91891956, Tweet Number : 892138073085136896, Tweet Status : I'm at セブンイレブン ハートイン岡山駅新幹線改札内店 - @711sej in 岡山市, 岡山県 https://t.co/CtpNU7PpNi
User ID : 145995342 , Lattitute : 35.6287103, Longitute : 139.74017736, Tweet Number : 892135464605495298, Tweet Status : I'm at JR 品川駅 新幹線ホーム in 港区, 東京都 https://t.co/m3SIcIfQWm
User ID : 2205054823 , Lattitute : 34.43588895, Longitute : 135.24208503, Tweet Number : 892130717198635009, Tweet Status : I'm at 南海バス 空港駅 バス停 in 泉佐野市, 大阪府 https://t.co/iXp4LMfdap
User ID : 2205054823 , Lattitute : 34.43647886, Longitute : 135.24309207, Tweet Number : 892128630062673920, Tweet Status : I'm at ホテル日航関西空港 in 泉佐野市, 大阪府 https://t.co/V5wmm8jngV
User ID : 107880424 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892126489319276545, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/CSWSJ5jd8F
User ID : 380959374 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892125671845236736, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/fEJWL3YEiW
User ID : 757016683403808768 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892122099795492864, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/L877mInEDy
User ID : 174831676 , Lattitute : 35.62930311, Longitute : 139.74002768, Tweet Number : 892121410939891713, Tweet Status : I'm at JR 品川駅 新幹線待合室 in 港区, 東京都 w/ @ichigojuice42 https://t.co/Fchm14cfuc
User ID : 426472066 , Lattitute : 35.55375575, Longitute : 139.78292368, Tweet Number : 892024490640760832, Tweet Status : I'm at 空港中央出入口 in 大田区, 東京都 https://t.co/cMUEPVNvK9
User ID : 426472066 , Lattitute : 35.56688948, Longitute : 139.7640574, Tweet Number : 892024407992000514, Tweet Status : I'm at 空港北トンネル in 大田区, 東京都 https://t.co/xMWFjKd0wS
User ID : 87224991 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892022289532899329, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/Iz5VwlA3Hb
User ID : 1117341643 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892021937270075392, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/ks2BfoG2JP
User ID : 342688419 , Lattitute : 34.43588535, Longitute : 135.24348021, Tweet Number : 892021641471033346, Tweet Status : I'm at 関西空港駅 in 泉佐野市, 大阪府 https://t.co/T03nZCJBzk
User ID : 169419556 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892019457685639169, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/SIy2SCpoF8
User ID : 605985353 , Lattitute : 34.86025664, Longitute : 136.8161347, Tweet Number : 892017318737346563, Tweet Status : I'm at 中部国際空港駅 1番ホーム in 常滑市, 愛知県 https://t.co/hsA5Kx7nKp
User ID : 3560621960 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 892015748733964288, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/2umk6hPV95
User ID : 120286362 , Lattitute : 35.16906249, Longitute : 136.88131417, Tweet Number : 892013320366116864, Tweet Status : I'm at 居酒屋 鶴八 新幹線駅前店 in Nagoya-shi, 愛知県 https://t.co/O1BXBOPbSO
User ID : 425713553 , Lattitute : 34.98468348, Longitute : 135.75932005, Tweet Number : 892013247192342528, Tweet Status : I'm at 京都駅 新幹線ホーム in 京都市, 京都府 https://t.co/JdhZeqFnca
User ID : 707636043562901504 , Lattitute : 34.43588535, Longitute : 135.24348021, Tweet Number : 892012046505713664, Tweet Status : I'm at 関西空港駅 in 泉佐野市, 大阪府 https://t.co/yAqEw9DHEM
User ID : 125950361 , Lattitute : 34.8600223, Longitute : 136.81606376, Tweet Number : 892011641751175168, Tweet Status : I'm at 中部国際空港駅 in Tokoname, Aichi https://t.co/wcUizKcL6t
User ID : 1880216456 , Lattitute : 35.77324804, Longitute : 140.38761726, Tweet Number : 892010457904685056, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/NkLiHoIxla
